Id,SalePrice
1461,104107.10811880068
1462,148759.35024033207
1463,179630.40267427353
1464,191268.05150107882
1465,211523.27896926634
1466,169741.47436926555
1467,175887.85018023453
1468,163826.26231875824
1469,206866.87355738404
1470,126111.18174655271
1471,168106.87823092382
1472,95112.90862436985
1473,93694.38079156539
1474,147811.96570228017
1475,103952.0039376538
1476,384337.24219460593
1477,266706.88181312755
1478,335565.4783981221
1479,314671.67681439215
1480,440930.6329093659
1481,317372.5594797911
1482,223909.85597689662
1483,170846.32517809313
1484,166455.6354936373
1485,195192.4596397541
1486,194969.51698038043
1487,345213.99859921925
1488,240010.47995843756
1489,207511.8303199569
1490,235005.122590067
1491,191209.07302486486
1492,83453.68696450038
1493,212737.4814416849
1494,301788.87290594034
1495,302031.9738957528
1496,231861.30012483418
1497,177555.9836963625
1498,170927.144090689
1499,168168.09706043146
1500,167442.62723809984
1501,185333.4620798215
1502,157142.83995786743
1503,263905.80538410903
1504,244790.4065324054
1505,215694.68319608795
1506,197306.06458109076
1507,237301.5688487307
1508,193888.9374351922
1509,163461.03343016334
1510,145708.35085104842
1511,147969.34766878266
1512,176272.31988242402
1513,158527.23180419515
1514,135139.7928262424
1515,205149.2087818091
1516,150004.26464521774
1517,169624.48506441712
1518,121628.53603788928
1519,199870.87256288383
1520,130739.20868356797
1521,128110.93562584034
1522,182388.5944047854
1523,115958.032612976
1524,127727.20492249368
1525,116820.42172238928
1526,95276.99200538793
1527,115143.60013230465
1528,125145.35227757473
1529,153521.29879692246
1530,191379.8434266308
1531,146537.01568541885
1532,94377.55214987026
1533,145273.82250245207
1534,120534.86125619162
1535,140408.33068925233
1536,102454.47826897248
1537,83587.5842991854
1538,160370.35698935488
1539,216973.85084939664
1540,109388.40492268887
1541,133136.3635893754
1542,133965.62438445137
1543,180108.8585024451
1544,86930.04493692832
1545,107747.59134148793
1546,141491.14226986733
1547,122811.59897470454
1548,131860.86775376915
1549,121284.15446501218
1550,143445.21622153278
1551,95535.35475467928
1552,152790.55029418424
1553,140212.7134743202
1554,120641.72037335826
1555,163263.89005695516
1556,79726.86601971318
1557,102156.17076172883
1558,95791.6838759209
1559,115326.43058000086
1560,147032.97386547097
1561,136414.04917399606
1562,137979.54357717204
1563,130301.21138432331
1564,158090.8489924658
1565,150187.0428750199
1566,232141.92402049855
1567,78076.36843190032
1568,228535.40291864527
1569,141904.22855038097
1570,148007.72072768988
1571,117479.60686951125
1572,138821.2066988547
1573,243328.85598537684
1574,137962.68057300008
1575,232633.52709987728
1576,242377.08099035046
1577,195638.69919747396
1578,144258.16944402456
1579,141423.27603023127
1580,188919.6809548175
1581,152938.23019941966
1582,136088.95871103206
1583,265320.38690727006
1584,215029.5901513544
1585,138669.5726252069
1586,57956.42851370126
1587,105692.73415048611
1588,169877.9628584682
1589,98243.98377224285
1590,127601.23860686045
1591,95845.60368515679
1592,126263.7383575615
1593,128936.85884207419
1594,159033.41490343277
1595,129020.56772239828
1596,235904.03191672548
1597,198706.9725982899
1598,212667.50378207874
1599,195917.0617517702
1600,176228.96419751135
1601,77020.35061712825
1602,118482.53385422887
1603,99820.32292340967
1604,272890.8541360615
1605,247561.49846961754
1606,163503.8943057415
1607,165260.22726608758
1608,217541.8081025842
1609,184944.84770654215
1610,143313.17732520454
1611,142233.5408424017
1612,188883.16371723026
1613,162257.27013650164
1614,150861.23962524586
1615,102496.03090657311
1616,77637.50371707245
1617,97243.9757074102
1618,127550.09519378921
1619,145104.3916889718
1620,193268.14352250664
1621,135164.43428060078
1622,147673.41435892857
1623,268759.8637070125
1624,212402.34398873718
1625,98497.55404875624
