Id,SalePrice
1461,114392.31063047038
1462,143885.37168115302
1463,178490.36987539136
1464,191898.0437951181
1465,193683.2322843747
1466,159611.614061833
1467,168214.30634065653
1468,160468.6312461638
1469,193157.9621783367
1470,132346.0764741108
1471,155231.12530634593
1472,98492.05315421446
1473,100944.63082495598
1474,143208.07334572345
1475,102467.33900210391
1476,379547.56374554685
1477,271597.5133610921
1478,329086.62075612805
1479,320071.2381771503
1480,442113.41690347996
1481,319633.9322591257
1482,227105.56419934233
1483,158708.21172888225
1484,174078.30888205135
1485,201349.96247288358
1486,194269.49591078341
1487,340744.0715053015
1488,237869.27801768237
1489,213261.20354111562
1490,235371.30587947165
1491,203020.76544543338
1492,80448.87470560877
1493,222066.23239027307
1494,298495.2387719871
1495,291769.07786416594
1496,233991.78331424255
1497,163781.35913480454
1498,183251.63473462418
1499,161071.58929423714
1500,160217.14595626766
1501,184074.3703280447
1502,150019.5330514452
1503,281767.2286811161
1504,247534.06866521598
1505,219007.24041237903
1506,190216.95590830818
1507,225644.81648723804
1508,188016.30527683476
1509,157302.34404900187
1510,152637.21292322714
1511,155968.84140996018
1512,171345.84713655213
1513,135551.40167974966
1514,152315.75637753235
1515,180333.25968519272
1516,152249.55040128328
1517,153816.08873116158
1518,116068.43668164089
1519,201934.27446133032
1520,130070.90347098708
1521,123576.89321864923
1522,168447.20839401396
1523,112155.09873743926
1524,107994.25733808815
1525,118135.17987013794
1526,95921.22333323334
1527,107534.52408216307
1528,129294.234999921
1529,158057.9100519889
1530,210409.43094382004
1531,149795.63092334717
1532,98918.641306011
1533,144004.6110446154
1534,117685.9571709863
1535,147552.79408275877
1536,109263.11864580444
1537,89776.03618323056
1538,172813.09190448598
1539,206129.463432558
1540,96382.80734051354
1541,139823.609791153
1542,146304.4324232887
1543,170656.60107280064
1544,91945.11238347062
1545,123153.00243975913
1546,148608.45853257168
1547,137708.32452461057
1548,145419.2292640832
1549,135061.20525002957
1550,151367.30775115755
1551,100084.03084805635
1552,151289.65905355394
1553,148137.42314140304
1554,117434.61746672585
1555,155361.05933530565
1556,88122.68669690797
1557,94316.29267390133
1558,106266.43232329554
1559,105378.01879236146
1560,135379.84091999324
1561,131202.44818887702
1562,142824.10420437728
1563,124835.10713228745
1564,150121.6796659407
1565,152046.32882010977
1566,237526.28708536108
1567,73848.52861927445
1568,226914.75427667896
1569,154187.18362111214
1570,160626.6545490309
1571,103618.15168378058
1572,144324.88726488565
1573,248151.26552665693
1574,121268.49647855392
1575,254339.72067810775
1576,248270.7142541469
1577,208086.55914981104
1578,150390.29406566833
1579,139268.84143629
1580,192656.44831253393
1581,159284.3358955904
1582,135111.308116314
1583,265428.3691854158
1584,222396.34134049364
1585,136975.9125877327
1586,81316.56640629252
1587,113549.36120284462
1588,169432.5047712068
1589,90417.87697735819
1590,121629.30481624739
1591,91592.68012682136
1592,129946.3636604539
1593,141034.97743242283
1594,153419.39008178358
1595,118188.7261984437
1596,229804.41550726886
1597,202988.84236035607
1598,214699.1562737936
1599,209576.2282837617
1600,191244.13341671746
1601,83037.68047892
1602,132700.60763590323
1603,84639.31081883625
1604,283625.6700893748
1605,242137.1486610977
1606,152659.30769435182
1607,160903.38153926504
1608,227603.69674580597
1609,186414.3146488024
1610,136436.09312392035
1611,140858.47701455845
1612,183893.97484314805
1613,167973.00137104775
1614,145714.5677436261
1615,100517.47115136702
1616,71394.05736027253
1617,97167.8388666324
1618,131439.37361509624
1619,143938.56411691807
1620,172914.67152944318
1621,121385.32929646663
1622,157137.36609979215
1623,274607.8500006833
1624,200942.28798797773
1625,105084.7403148017
1626,175947.3906117522
1627,186266.63560112065
1628,274536.6851544536
1629,188186.2738569297
1630,299557.1239069497
1631,241981.56265111425
1632,243734.54755054176
1633,185096.1279651077
1634,184721.0841175057
1635,190990.8384653703
1636,148874.267469096
1637,179312.30753554788
1638,174804.1952746603
1639,166352.50431839176
1640,222765.80343188066
1641,166129.98623394058
1642,263793.15988900134
1643,221002.61896700016
1644,234690.76581344014
1645,196765.8395692742
1646,179471.7046971597
1647,154353.54196710867
1648,120701.14752344182
1649,148189.28579903673
1650,122943.53425856306
1651,121073.70058017879
1652,97096.55678554988
1653,107608.42559775586
1654,139829.31976430555
1655,121470.97645358274
1656,139418.8766365584
1657,147756.85172310797
1658,154724.63883778214
1659,112094.83777769483
1660,166666.99997161096
1661,390964.13665212796
1662,382437.056851132
1663,376894.0681578004
1664,409144.0141049276
1665,340192.860873295
1666,323182.9465224618
1667,346217.3218137223
1668,376184.5489185199
1669,329506.0530356309
1670,362247.7273336234
1671,250823.6635227109
1672,380325.8850147692
1673,287699.53632466204
1674,248179.74849061947
1675,187248.7515329472
1676,195412.5324756096
1677,205919.7611385893
1678,426954.90324603196
1679,370570.2360196245
1680,349966.1147912494
1681,296816.4665066524
1682,322545.85982465546
1683,186213.28023397888
1684,172354.06409485164
1685,183193.37329255295
1686,176022.49795833734
1687,170533.2489643318
1688,187011.85198623972
1689,199269.06371474048
1690,200097.38789187715
1691,196732.60566424433
1692,274911.6510197472
1693,188089.93963253358
1694,183031.93935780568
1695,166267.72843259753
1696,253030.80234412814
1697,175395.12427071555
1698,326227.20317333756
1699,332495.43035452726
1700,282321.16998364957
1701,274927.6812796689
1702,228605.24854541518
1703,233868.96807943785
1704,249967.71641589113
1705,273793.9096946168
1706,350039.61480812123
1707,235207.68857702002
1708,203650.0120527338
1709,262480.4210428911
1710,231691.98302939086
1711,287917.0317711732
1712,271482.0398625575
1713,255375.8562955276
1714,199526.462346872
1715,207126.37283092405
1716,168691.03349025204
1717,184510.5696794317
1718,126259.1220944517
1719,224375.6498600663
1720,244903.9639727946
